,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C,Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,Pasivos por impuestos corrientes corriente,Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,Pasivos por impuestos corrientes no corriente,Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
478,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830114143,GRUPO INMOBILIARIO Y CONSTRUCTORA VALOR S. A.,2018-12-31,F4111 - Construcción de edificios residenciales,01. SOCIEDAD ANÓNIMA,CRA 16 97 37,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,1521851,18156151,31010247,,,10933637,,,61621886,,61621886,613405,883933,,1658254,,,,,,,,,,3155592,64777478,259417,,259417,3145729,199654,199339,,3804139,,3804139,,,,1098791,,,12844114,34381175,48324080,52128219,6600000,,,,,,1017076,5032183,12649259,,12649259,64777478
479,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830114143,GRUPO INMOBILIARIO Y CONSTRUCTORA VALOR S. A.,2018-12-31,F4111 - Construcción de edificios residenciales,01. SOCIEDAD ANÓNIMA,CRA 16 97 37,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,3802934,11920077,57711576,,,12947492,,,86382079,,86382079,633329,1312145,,1663492,,,,,,,,,,3608966,89991045,364531,,364531,5454877,546084,0,,6365492,,6365492,,,,0,,,18546800,52827223,71374023,77739515,6600000,,,,,,1017076,4634454,12251530,,12251530,89991045
480,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830119051,AXESAT S.A,2018-12-31,J6130 - Actividades de telecomunicación satelital,01. SOCIEDAD ANÓNIMA,KRA 7 N° 71-52 TORRE B OFICINA 509,BOGOTA D.C.,CHAPINERO-BOGOTA D.C.,Periodo Actual,6202643,23610397,5308361,7419389,,,2908447,,45449237,,45449237,,45436330,557250,8982003,,,9132389,,4163246,,,,,68271218,113720455,,,,27775734,4149422,4198492,1759587,37883235,,37883235,,,,4192451,,1528861,39407917,12258053,57387282,95270517,5502370,841267,,,,,2180212,6787950,15311799,3138139,18449938,113720455
481,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830119051,AXESAT S.A,2018-12-31,J6130 - Actividades de telecomunicación satelital,01. SOCIEDAD ANÓNIMA,KRA 7 N° 71-52 TORRE B OFICINA 509,BOGOTA D.C.,CHAPINERO-BOGOTA D.C.,Periodo Anterior,4667042,17713921,5067704,6994015,,,1642546,,36085228,,36085228,,40001033,557250,9257735,113168,,8674633,,3907653,,,,,62511472,98596700,,,,21630225,3514289,3117835,1329418,29591767,,29591767,,,,366149,,1184123,41779245,6734922,50064439,79656206,5502370,841267,,,,,2180212,7520671,16044520,2895974,18940494,98596700
482,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830121796,"DOMINA S.A., EN REORGANIZACION",2018-12-31,"G4754 - Comercio al por menor de electrodomésticos y gasodomésticos de uso doméstico, muebles y equipos de iluminación",01. SOCIEDAD ANÓNIMA,KR 116  19A 60,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,783245,1474280,7609820,434567,,150495,19891,,10472298,,10472298,6226580,12001680,,33008,,,,,1075402,,,,,19336670,29808968,693721,236097,929818,1686295,1301631,1726067,1855173,7498984,,7498984,,,,,2372727,,14176933,,16549660,24048644,3946185,,,,0,4818045,-105659,-3128929,5529642,230682,5760324,29808968
483,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830121796,"DOMINA S.A., EN REORGANIZACION",2018-12-31,"G4754 - Comercio al por menor de electrodomésticos y gasodomésticos de uso doméstico, muebles y equipos de iluminación",01. SOCIEDAD ANÓNIMA,KR 116  19A 60,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,2103136,5699494,9948482,352206,,56461,27290,,18187069,,18187069,1540891,5777656,,452182,,,,,582434,,,,,8353163,26540232,733776,409697,1143473,1223490,1071105,1757695,1822396,7018159,,7018159,,,,,504769,,15325227,,15829996,22848155,3946185,,,,,,-105365,-148743,3692077,,3692077,26540232
484,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830126461,HITOS URBANOS S.A.S,2018-12-31,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA. 19 B No. 83-49 PSO 7,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,3816549,43268614,,96139,,1734331,3817171,,52732804,,52732804,3102941,1462102,,0,270375,,0,,35088,,16840611,34454854,,56165971,108898775,,,,4802412,712981,26326872,1294807,33137072,,33137072,,,,29270049,339046,,5667247,24421546,59697888,92834960,7000000,,,,,,820000,8243815,16063815,0,16063815,108898775
485,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830126461,HITOS URBANOS S.A.S,2018-12-31,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA. 19 B No. 83-49 PSO 7,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,1441949,28902143,,3546,,1674437,420698,,32442773,,32442773,3111746,1410797,,0,252276,,0,,0,,4240611,28036671,,37052101,69494874,,,,1707053,401340,13371793,646703,16126889,,16126889,,,,19869848,502943,,4553645,16773624,41700060,57826949,3000000,,,,,,150000,8508715,11658715,9210,11667925,69494874
486,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830127076,ANGLOGOLD ASHANTI COLOMBIA S.A.,2018-12-31,B0722 - Extracción de oro y otros metales preciosos,01. SOCIEDAD ANÓNIMA,CALLE 116 NO. 7 - 15 OFICINA 801 PISO 8,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,20060885,6228404,,1065630,,33502,,,27388421,,27388421,,89096201,,,,,9143266,,,9812676,21859042,,,129911185,157299606,,,,24718357,2607753,106844,3693575,31126529,,31126529,,18901088,18901088,9143266,,,373416,,28417770,59544299,48922908,1514557534,,,,,58063516,-1523788651,97755307,,97755307,157299606
487,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830127076,ANGLOGOLD ASHANTI COLOMBIA S.A.,2018-12-31,B0722 - Extracción de oro y otros metales preciosos,01. SOCIEDAD ANÓNIMA,CALLE 116 NO. 7 - 15 OFICINA 801 PISO 8,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,3216880,3090302,,1201958,,78686,,,7587826,,7587826,,82511188,,,,,9738369,,,,,,,92249557,99837383,,,,14856054,746448,235505,4799842,20637849,,20637849,,17934801,17934801,32,4027331,,,,21962164,42600013,47785631,1401957740,,,,,50229431,-1442735432,57237370,,57237370,99837383
488,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830128434,WEG COLOMBIA SAS,2018-12-31,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,"KM 2 VIA SIBERIA-TENJO, TLC, MZA 2, OF 2",CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Actual,11067523,97959114,27775347,,,,,,136801984,,136801984,,6535634,,48723592,,,,,,,,598283,,55857509,192659493,,,,28515666,,22294145,,50809811,,50809811,,,,44084639,,,6536888,,50621527,101431338,58614518,,,,,,1782243,32217493,92614254,-1386099,91228155,192659493
489,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830128434,WEG COLOMBIA SAS,2018-12-31,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,"KM 2 VIA SIBERIA-TENJO, TLC, MZA 2, OF 2",CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Anterior,4812724,72915868,21375944,,,,,,99104536,,99104536,,4434343,,48576218,,,,,,,,2202814,,55213375,154317911,,,,67016379,,3225658,,70242037,,70242037,,,,,481367,,6012760,,6494127,76736164,58614518,,,,604706,,331002,18207575,77757801,-176054,77581747,154317911
490,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830130106,SOENERGY INTERNATIONAL COLOMBIA SAS,2018-12-31,D3511 - Generación de energía eléctrica,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Calle 98 A N° 51 69 P4,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,12711043,91798181,13803628,26844989,,,,,145157841,,145157841,,91557165,,0,,,51729594,,23105006,,,,,166391765,311549606,,,,43769976,,20210706,,63980682,,63980682,,4995466,4995466,,28593437,,6574815,,40163718,104144400,80036599,20188325,,,,,18694260,88486022,207405206,,207405206,311549606
491,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830130106,SOENERGY INTERNATIONAL COLOMBIA SAS,2018-12-31,D3511 - Generación de energía eléctrica,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Calle 98 A N° 51 69 P4,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,47895034,62544613,12780002,26142933,,351640,,,149714222,,149714222,,93405476,,13486,,,81514467,,40419008,,,,,215352437,365066659,,,,28955117,,44645118,,73600235,,73600235,,4630211,4630211,,48940107,,62951027,,116521345,190121580,80036599,20188325,,,,,16842058,57878097,174945079,,174945079,365066659
492,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830136799,BIOMAX BIOCOMBUSTIBLES S.A.,2018-12-31,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",01. SOCIEDAD ANÓNIMA,CARRERA 14 #99-33 PISO 9,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,66733158,85526180,104668214,0,0,0,1446172,0,258373724,0,258373724,12050600,222719854,82767157,13697491,,,10073248,44891190,2674807,,70414160,9969577,,469258084,727631808,3648271,0,3648271,107859369,44424100,58986671,,214918411,,214918411,,458780,458780,8710618,13958608,,212415221,,235543227,450461638,11860583,203689995,,,,,6037478,55582114,277170170,,277170170,727631808
493,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830136799,BIOMAX BIOCOMBUSTIBLES S.A.,2018-12-31,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",01. SOCIEDAD ANÓNIMA,CARRERA 14 #99-33 PISO 9,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,24000715,74651513,115655107,660588,,,1307987,,216275910,,216275910,,222542349,82767157,15555043,,,11732149,40063666,3232974,,69011027,10173350,,455077715,671353625,2318835,543736,2862571,110810304,24457203,55412022,,193542100,,193542100,,422578,422578,9812143,15276249,,178422350,,203933320,397475420,11860583,203689995,,,,,6037478,52290149,273878205,,273878205,671353625
494,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830140271,HNN ARANGO & CIA S C A,2018-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,05. SOCIEDAD EN COMANDITA POR ACCIONES,CRA 7 No 26 20 PISO 22,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,277741,355268,,607693,,,55201,,1295903,,1295903,,105889006,,28572,395068443,,6776897,,1665189,,75134914,16729,,584579750,585875653,,,,9135115,468126,1773,37064484,46669498,,46669498,,,,5701164,,,454915344,3747391,464363899,511033397,444515,13391641,,,,55188838,4364862,1347938,74737794,104462,74842256,585875653
495,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830140271,HNN ARANGO & CIA S C A,2018-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,05. SOCIEDAD EN COMANDITA POR ACCIONES,CRA 7 No 26 20 PISO 22,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,4842194,2035633,,639224,,16934,56310,,7590295,,7590295,,109239450,,28572,305242368,,9238350,,803216,,75134914,16729,,499703599,507293894,,,,5642063,589147,102408221,327211,108966642,,108966642,,,,22937672,4064,,261702300,1437438,286081474,395048116,444515,13391641,,,,35484753,4364862,58443574,112129345,116433,112245778,507293894
496,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830146338,G4S HOLDING COLOMBIA S.A.,2018-12-31,M7020 - Actividades de consultaría de gestión,01. SOCIEDAD ANÓNIMA,AV DORADO No.69A 51 TORRE A,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,56352430,50718098,6676921,,,8162349,7929599,,129839397,,129839397,,5403048,,14049588,1149968,,440009,,843598,,,974958,,22861169,152700566,24372271,4787081,29159352,13720274,4346637,,1609915,48836178,,48836178,382408,763419,1145827,4981811,,,,1737079,7864717,56700895,15000000,,,,,,9139466,43065747,67205213,28794458,95999671,152700566
497,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830146338,G4S HOLDING COLOMBIA S.A.,2018-12-31,M7020 - Actividades de consultaría de gestión,01. SOCIEDAD ANÓNIMA,AV DORADO No.69A 51 TORRE A,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,30282635,59377400,8832586,1198141,,12994413,8139087,,120824262,,120824262,,23028833,,13803388,1061750,,440009,,155360,,,1621055,,40110395,160934657,30750024,5061131,35811155,30876811,6432854,1726111,2316199,77163130,,77163130,387659,780663,1168322,12000,,,6779088,990021,8949431,86112561,15000000,,,,,,9139466,22349374,46488840,28333256,74822096,160934657
498,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830507278,GLORIA COLOMBIA S.A,2018-12-31,C1040 - Elaboración de productos lácteos,01. SOCIEDAD ANÓNIMA,DIAGONAL 63 F 86 35,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,3181320,22224545,32689445,18907527,,,2804264,,79807101,,79807101,,112112059,,76883343,,,,,,,,,,188995402,268802503,,178547,178547,41278200,2990336,24220328,6507679,75175090,,75175090,1582606,1146304,2728910,,11786040,,76797000,,91311950,166487040,4775199,79090660,,,,,997532,17452072,102315463,,102315463,268802503
499,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830507278,GLORIA COLOMBIA S.A,2018-12-31,C1040 - Elaboración de productos lácteos,01. SOCIEDAD ANÓNIMA,DIAGONAL 63 F 86 35,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,1651166,33312806,26986537,14696076,,,365220,,77011805,,77011805,,103779193,,78600903,,,,,,,,22634266,,205014362,282026167,,3787470,3787470,47101560,3013445,1032510,13956607,68891592,,68891592,1909353,1063742,2973095,,23893242,,60670771,,87537108,156428700,4775199,79090660,,,,,997532,40734076,125597467,,125597467,282026167
500,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830511278,INVERSIONES DEL NORDESTE S.A.,2018-12-31,K6494 - Otras actividades de distribución de fondos,01. SOCIEDAD ANÓNIMA,CL 90 19 A 49 OF 402,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,126883489,30111966,18557453,4219407,0,0,1100477,0,180872792,0,180872792,2660773,395427048,0,4185253,13215265,0,1103538,0,12481806,0,13443963,2907469,0,445425115,626297907,4317368,1380422,5697790,32679807,11006059,0,0,49383656,0,49383656,996940,2593685,3590625,0,66184107,0,0,132267462,202042194,251425850,24175338,113570755,0,,0,0,93042866,144043416,374832375,39682,374872057,626297907
501,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830511278,INVERSIONES DEL NORDESTE S.A.,2018-12-31,K6494 - Otras actividades de distribución de fondos,01. SOCIEDAD ANÓNIMA,CL 90 19 A 49 OF 402,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,125026984,21979006,16912662,2286595,0,0,1571711,0,167776958,0,167776958,2660773,393589221,0,1061402,11272681,0,1157210,0,11515206,0,12914932,2328223,0,436499648,604276606,3186132,1317777,4503909,27896343,17743884,0,0,50144136,0,50144136,952963,2160000,3112963,0,66621625,0,0,128131341,197865929,248010065,24175338,113570755,0,,0,0,76390042,142064890,356201025,65516,356266541,604276606
502,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830511290,INVERSIONES MANUELITA SA,2018-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,01. SOCIEDAD ANÓNIMA,KM 7 VIA PALMIRA - EL CERRITO,VALLE,PALMIRA-VALLE,Periodo Actual,13295105,157959952,107585038,44660259,88502374,,7622921,,419625649,,419625649,25004254,2264433171,3249245,8506724,173443912,1110141,5566527,,37086096,,70535639,,,2588935709,3008561358,23910573,2951531,26862104,221582111,8258462,97200523,,353903200,,353903200,16334410,2171184,18505594,32458243,210435622,,887498491,,1148897950,1502801150,6765715,63166629,,,,,456455927,829685438,1356073709,149686499,1505760208,3008561358
503,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830511290,INVERSIONES MANUELITA SA,2018-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,01. SOCIEDAD ANÓNIMA,KM 7 VIA PALMIRA - EL CERRITO,VALLE,PALMIRA-VALLE,Periodo Anterior,15114744,152046598,96530634,39606001,80405606,1220249,6370279,,391294111,,391294111,24922220,2185440779,2736328,9458034,185390098,,5585135,,17487820,,44701483,,,2475721897,2867016008,26754745,10279942,37034687,215927096,9653036,224988597,,487603416,,487603416,15374526,,15374526,44530772,215586733,,587168684,,862660715,1350264131,6765715,63166629,,,,,430161863,874021213,1374115420,142636457,1516751877,2867016008
504,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",832000402,YAZAKI CIEMEL S.A.,2018-12-31,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",01. SOCIEDAD ANÓNIMA,KM 21 AUT NORTE,CUNDINAMARCA,CHIA-CUNDINAMARCA,Periodo Actual,27165149,17589864,32166404,6028482,,,1007773,,83957672,,83957672,,7036958,,3222894,,,,,,,,,,10259852,94217524,2122540,,2122540,22368964,1162047,,495117,26148668,,26148668,503688,,503688,,9011953,,,,9515641,35664309,9105161,,,,,,7557563,41803422,58466146,87069,58553215,94217524
505,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",832000402,YAZAKI CIEMEL S.A.,2018-12-31,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",01. SOCIEDAD ANÓNIMA,KM 21 AUT NORTE,CUNDINAMARCA,CHIA-CUNDINAMARCA,Periodo Anterior,33813287,15479359,27693169,8149246,,,375737,,85510798,,85510798,,7627514,,1323065,,,,,,,,,,8950579,94461377,2436239,,2436239,17628145,406717,,53602,20524703,,20524703,514187,,514187,,11905473,,,,12419660,32944363,9105161,,,,,,7557563,44739025,61401749,115265,61517014,94461377
506,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",832006599,CSS CONSTRUCTORES S.A,2018-12-31,F4210 - Construcción de carreteras y vías de ferrocarril,01. SOCIEDAD ANÓNIMA,AUTOPISTA NORTE KM 21  IN OLIMPICA,CUNDINAMARCA,CHIA-CUNDINAMARCA,Periodo Actual,284461104,177317677,49969361,37799135,0,481457,23834559,0,573863293,,573863293,145590323,399969571,0,5417138,223445776,0,209992332,0,52382692,0,422048650,45665522,0,1504512004,2078375297,8647697,0,8647697,220864262,70515910,32231312,9287136,341546317,,341546317,0,25631988,25631988,145924757,162938858,,36674000,4929800,376099403,717645720,243444700,229590642,,,20951911,202963328,143459614,520319382,1360729577,0,1360729577,2078375297
507,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",832006599,CSS CONSTRUCTORES S.A,2018-12-31,F4210 - Construcción de carreteras y vías de ferrocarril,01. SOCIEDAD ANÓNIMA,AUTOPISTA NORTE KM 21  IN OLIMPICA,CUNDINAMARCA,CHIA-CUNDINAMARCA,Periodo Anterior,451213284,220966425,49222511,52678269,0,89000,20445437,0,794614926,,794614926,60622653,294600293,0,5168369,174596798,0,151387727,,17333164,,243224303,136810986,,1083744293,1878359219,6231198,0,6231198,263844888,55216752,11076,33469860,358773774,,358773774,,39877468,39877468,106093562,140911498,,83777312,90787435,461447275,820221049,248936154,197510659,,,17237119,0,133161628,461233301,1058078861,59309,1058138170,1878359219
508,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",844000670,MONTAJES JM S A EN REORGANIZACION,2018-12-31,F4290 - Construcción de otras obras de ingeniería civil,01. SOCIEDAD ANÓNIMA,AV 15 124 67 OF 617,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,1412087,72278155,20153123,8414374,12498348,4692103,844890,,120293080,,120293080,24855255,117079356,,651358,,,,,,,,,,142585969,262879049,7588295,224630,7812925,18020077,4413444,1718684,14833163,46798293,,46798293,2102645,,2102645,43974878,4812369,20032035,34289438,,105211365,152009658,10368600,,,,53143949,,11541791,27743794,102798134,8071257,110869391,262879049
509,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",844000670,MONTAJES JM S A EN REORGANIZACION,2018-12-31,F4290 - Construcción de otras obras de ingeniería civil,01. SOCIEDAD ANÓNIMA,AV 15 124 67 OF 617,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,334431,76373786,10713956,1897704,12099277,3785419,364753,,105569326,,105569326,21318130,120112957,,652903,,,,,,,,,,142083990,247653316,4079402,159630,4239032,4101105,58194,2078661,24565768,35042760,,35042760,1869242,,1869242,48920832,2605244,20564857,35443625,,109403800,144446560,10368600,,,,50652826,,13378180,20837308,95236914,7969842,103206756,247653316
510,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860000006,TEAM FOODS COLOMBIA SA,2018-12-31,C1030 - Elaboración de aceites y grasas de origen vegetal y animal,01. SOCIEDAD ANÓNIMA,CALLE 45 A SUR No 56-21,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,114261419,276251412,176609277,3659740,,3844314,,,574626162,,574626162,561283,364750636,,146447458,,,566679,,5321338,,,,,517647394,1092273556,11127922,19170531,30298453,254166718,34681999,66325289,,385472459,,385472459,2797952,,2797952,,16461845,,354225187,,373484984,758957443,45458441,24134887,,,121563032,,97852793,44299814,333308967,7146,333316113,1092273556
511,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860000006,TEAM FOODS COLOMBIA SA,2018-12-31,C1030 - Elaboración de aceites y grasas de origen vegetal y animal,01. SOCIEDAD ANÓNIMA,CALLE 45 A SUR No 56-21,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,112882897,266460134,158358276,3755960,,2631566,,,544088833,,544088833,620813,371450752,,150928807,,,439158,,6123367,,,,,529562897,1073651730,12069831,27755510,39825341,249973443,30969965,95084374,,415853123,,415853123,1390270,,1390270,,17378492,,328256274,,347025036,762878159,45458441,24887679,,,121563032,,85163959,33694080,310767191,6380,310773571,1073651730
