,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU),Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
733,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890312535,SPATARO NAPOLI S A,2020-12-31,"C1410 - Confección de prendas de vestir, excepto prendas de piel",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 24 3 46,VALLE,CALI-VALLE,Periodo Anterior,2269404,10642207,10296138,,,731314,,,23939063,,23939063,,6928995,,6928,,,9906074,,,,238792,168000,,17248789,41187852,,,,980892,240309,15834908,779369,17835478,,17835478,,,,7004397,1147569,,721477,,8873443,26708921,6100000,,,,,,3194216,5184715,14478931,,14478931,41187852
734,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890312765,MORELCO S.A.S.,2020-12-31,F4290 - Construcción de otras obras de ingeniería civil,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 9 No. 115-06/30 OF 2601-02 Edificio Tierra Firme Centro Empresarial,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,57040876,94367254,4087243,8710194,,,692606,,164898173,,164898173,1389342,19918047,,932517,,,3349311,,,,900,,,25590117,190488290,,,,83030567,3824399,2643781,,89498747,,89498747,,256068,256068,,6373793,,387317,,7017178,96515925,3761891,102310229,,,,1585157,2013826,-15698738,93972365,,93972365,190488290
735,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890312765,MORELCO S.A.S.,2020-12-31,F4290 - Construcción de otras obras de ingeniería civil,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 9 No. 115-06/30 OF 2601-02 Edificio Tierra Firme Centro Empresarial,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,66142937,65442834,9833974,18093070,,,196412,,159709227,,159709227,1432127,23534562,,1113293,,,25816920,,,,900,,,51897802,211607029,,,,57865024,629387,6190768,,64685179,,64685179,,185926,185926,,12587627,,740712,,13514265,78199444,3761536,102310228,,,,1564815,5252162,20518844,133407585,,133407585,211607029
736,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890315540,PRODUCTOS YUPI SAS,2020-12-31,G4631 - Comercio al por mayor de productos alimenticios,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Calle 15 No. 35 75 BG A5,VALLE,YUMBO-VALLE,Periodo Actual,9478885,32931607,26810025,,,,558927,,69779444,,69779444,7667,107213107,7783890,6504588,,,,,,,,3264,,121512516,191291960,4516759,,4516759,43362883,9202807,24217108,6136583,87436140,,87436140,848596,,848596,,1088528,,115787152,18614226,136338502,223774642,4984310,13832640,,,,,12204093,36808178,67829221,-100311903,-32482682,191291960
737,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890315540,PRODUCTOS YUPI SAS,2020-12-31,G4631 - Comercio al por mayor de productos alimenticios,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Calle 15 No. 35 75 BG A5,VALLE,YUMBO-VALLE,Periodo Anterior,7290298,32161512,28504524,,,,604370,,68560704,,68560704,8000,84073124,7783890,6405316,,,,,,,,12721501,,110991831,179552535,4152347,,4152347,46120532,9462639,14988702,7440555,82164775,,82164775,1118022,,1118022,,3606521,,128719897,7849157,141293597,223458372,4122782,6078888,,,,,12145427,36183149,58530246,-102436083,-43905837,179552535
738,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890316056,LAGUNA Y CIA S A S,2020-12-31,M7010 - Actividades de administración empresarial,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CARRERA 8 12 44,VALLE,CALI-VALLE,Periodo Actual,21250239,19242055,46767036,1369914,,,173489,,88802733,,88802733,,8948242,,396241,,,470747,,8951441,,25943622,20914274,,65624567,154427300,1862566,,1862566,19731248,2676665,21440457,11745386,57456322,,57456322,,,,,8704594,,4523308,19328415,32556317,90012639,351154,,,,19061463,,39070570,5931474,64414661,,64414661,154427300
739,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890316056,LAGUNA Y CIA S A S,2020-12-31,M7010 - Actividades de administración empresarial,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CARRERA 8 12 44,VALLE,CALI-VALLE,Periodo Anterior,19315175,17064806,55428992,1614397,,,257677,,93681047,,93681047,,9304251,,1362563,,,401047,,10201266,,30254744,17919812,,69443683,163124730,2205625,,2205625,22286084,2919324,23970306,10329088,61710427,,61710427,,,,,11172118,,3084970,23414202,37671290,99381717,351154,,,,17852774,,41566219,3972866,63743013,,63743013,163124730
740,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890318250,SUPERMOTOS S.A.S,2020-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV 6A BIS 35N 100 OF 801,VALLE,CALI-VALLE,Periodo Actual,7035608,17274685,16555857,8031991,,,504230,,49402371,,49402371,,23499895,,,,,,,1065729,,1190472,63980,,25820076,75222447,2732081,,2732081,56980925,2761344,3551082,9884022,75909454,,75909454,,39366,39366,,123137,,19704562,,19867065,95776519,599435,52397715,,,,,412065,-71366679,-17957464,-2596608,-20554072,75222447
741,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890318250,SUPERMOTOS S.A.S,2020-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV 6A BIS 35N 100 OF 801,VALLE,CALI-VALLE,Periodo Anterior,7118312,15755956,26238373,14610944,,,1132261,,64855846,,64855846,701464,36236552,,,,,,,934839,,1172380,63980,,39109215,103965061,4707859,,4707859,73826744,3743934,4922614,11486710,98687861,,98687861,,272861,272861,,124119,,30144405,,30541385,129229246,599435,52397715,,,,,464543,-76364081,-22902388,-2361797,-25264185,103965061
742,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890319193,SISTEMAS DE INFORMACION EMPRESARIAL SA,2020-12-31,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",01. SOCIEDAD ANÓNIMA,AV 3AN 26N 83,VALLE,CALI-VALLE,Periodo Actual,13329792,32352189,468700,1837987,,,4163698,,52152366,,52152366,,2205077,17906037,2620569,355777,,,,311056,,345174,206669,,23950359,76102725,34125,506081,540206,4366988,7081721,3556435,7689090,23234440,,23234440,,,,,860142,,10734,11996500,12867376,36101816,450000,,,,4925607,,225000,34001530,39602137,398772,40000909,76102725
743,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890319193,SISTEMAS DE INFORMACION EMPRESARIAL SA,2020-12-31,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",01. SOCIEDAD ANÓNIMA,AV 3AN 26N 83,VALLE,CALI-VALLE,Periodo Anterior,7989636,27432356,391125,1217519,,,774943,,37805579,,37805579,,2134228,17906037,2456482,121321,,,,611484,,515557,6864,,23751973,61557552,100020,344000,444020,2971364,6944367,351985,7749683,18461419,,18461419,,,,,472233,,0,14296239,14768472,33229891,450000,,,,1673683,,225000,22374868,24723551,3604110,28327661,61557552
744,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890320250,COLOMBIANA DE MOLDEADOS SAS,2020-12-31,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KM 1.5 VIA BUGA BUENAVENTURA,VALLE,BUGA-VALLE,Periodo Actual,9594181,19365817,10090046,2987124,,,397490,,42434658,,42434658,,98842740,,203436,,,,,,,,88547,,99134723,141569381,1636528,,1636528,9800504,5433705,9869347,141223,26881307,,26881307,632046,,632046,2735703,10477743,,23636180,,37481672,64362979,7845550,7990941,,,,3609298,30855803,26904804,77206396,6,77206402,141569381
745,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890320250,COLOMBIANA DE MOLDEADOS SAS,2020-12-31,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KM 1.5 VIA BUGA BUENAVENTURA,VALLE,BUGA-VALLE,Periodo Anterior,4256411,15437975,8726116,2175606,,,306223,,30902331,,30902331,,93694042,,172438,,,,,,,,88547,,93955027,124857358,1621951,,1621951,9374820,5004997,13390400,12194,29404362,,29404362,313118,,313118,2733135,10574493,,15828641,,29449387,58853749,7845550,7990941,,,,3626461,22948814,23591837,66003603,6,66003609,124857358
746,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890320974,GESTA & CIA S.A.S,2020-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 15 # 29 -69,VALLE,YUMBO-VALLE,Periodo Actual,5679213,80603683,52256116,,,,488915,,139027927,,139027927,,234311652,,5317701,,,42100113,,,,,46451,,281775917,420803844,,,,71399575,8024242,39729430,3799628,122952875,,122952875,,,,,24566499,,60909849,,85476348,208429223,1649992,111011214,,,,581804,43278112,-17429727,139091395,73283226,212374621,420803844
747,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890320974,GESTA & CIA S.A.S,2020-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 15 # 29 -69,VALLE,YUMBO-VALLE,Periodo Anterior,3120401,87664165,48555996,,,,476839,,139817401,,139817401,,229395385,,6492588,,,40185179,,,,,57987,,276131139,415948540,,,,63140378,10105950,46863838,3885701,123995867,,123995867,,,,,25523089,,57708764,,83231853,207227720,1649992,110960936,,,,581804,43278112,-19722141,136748703,71972117,208720820,415948540
748,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890321213,PRODUCTORA NACIONAL AVICOLA S.A.,2020-12-31,A0145 - Cría de aves de corral,01. SOCIEDAD ANÓNIMA,MEDIACANOA KM 8 VIA BUGA - BUENAVENTURA,VALLE,YOTOCO-VALLE,Periodo Actual,146936,9765183,5748735,2638833,,4529009,,,22828696,,22828696,,77561076,,,4730001,14747505,,,,,97763,,,97136345,119965041,,,,5316320,1608826,30517948,,37443094,,37443094,,,,,,9060735,35708545,,44769280,82212374,6496292,63000,,,,,6278621,24914754,37752667,0,37752667,119965041
749,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890321213,PRODUCTORA NACIONAL AVICOLA S.A.,2020-12-31,A0145 - Cría de aves de corral,01. SOCIEDAD ANÓNIMA,MEDIACANOA KM 8 VIA BUGA - BUENAVENTURA,VALLE,YOTOCO-VALLE,Periodo Anterior,413355,11657493,4945327,4473552,,4441636,,,25931363,,25931363,,77696672,,,4431595,13603948,,,,,110294,,,95842509,121773872,,,,4684230,1303185,32587709,,38575124,,38575124,,,,,,9073126,37175170,,46248296,84823420,6496292,63000,,,,,6031842,24359318,36950452,0,36950452,121773872
750,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890504378,ORGANIZACION LA ESPERANZA SA,2020-12-31,S9603 - Pompas fúnebres y actividades relacionadas,01. SOCIEDAD ANÓNIMA,DIAGONAL SANTANDER 8-93,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,Periodo Actual,892105,4879250,1027960,451254,,,40736,,7291305,,7291305,,29007363,,8598,13500,,684442,,3741119,,8731336,645277,,42831635,50122940,824422,,824422,2039583,129479,694202,6919631,10607317,,10607317,209638,46179,255817,,4980853,,975934,25670043,31882647,42489964,450000,,,,,,269227,6913749,7632976,,7632976,50122940
751,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890504378,ORGANIZACION LA ESPERANZA SA,2020-12-31,S9603 - Pompas fúnebres y actividades relacionadas,01. SOCIEDAD ANÓNIMA,DIAGONAL SANTANDER 8-93,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,Periodo Anterior,352680,4377567,921416,881134,,,100763,,6633560,,6633560,,28862007,,15035,13500,,670067,,3832116,,7918752,660167,,41971644,48605204,798198,,798198,2111619,138599,573897,6653617,10275930,,10275930,188562,,188562,,5065019,,362409,25564653,31180643,41456573,450000,,,,,,269227,6429404,7148631,,7148631,48605204
752,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890704021,ORGANIZACION PAJONALES SAS,2020-12-31,A0129 - Otros cultivos permanentes n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA. 5 29-32 CC LA QUINTA OF 292,TOLIMA,IBAGUE-TOLIMA,Periodo Actual,3253236,15345074,20761823,509290,11835289,22968,1868524,,53596204,,53596204,,183532758,,,,70474297,,,,,39993,559526,,254606574,308202778,3487144,,3487144,13381857,573193,20457681,862177,38762052,,38762052,5515775,3000,5518775,,9889701,,26729731,,42138207,80900259,101284610,88118001,,,,,6188447,22985918,218576976,8725543,227302519,308202778
753,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890704021,ORGANIZACION PAJONALES SAS,2020-12-31,A0129 - Otros cultivos permanentes n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA. 5 29-32 CC LA QUINTA OF 292,TOLIMA,IBAGUE-TOLIMA,Periodo Anterior,710351,14158221,13957065,127845,9080688,29250,959999,,39023419,,39023419,,183066879,,,,63246075,,,,,41691,580429,,246935074,285958493,2791688,,2791688,13176326,,15535855,1345163,32849032,,32849032,5938509,7369,5945878,,8350562,,27284790,,41581230,74430262,90498500,88118001,,,,,6116087,19325228,204057816,7470415,211528231,285958493
754,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890800148,ETEX COLOMBIA S.A.,2020-12-31,"C2395 - Fabricación de artículos de hormigón, cemento y yeso",01. SOCIEDAD ANÓNIMA,PARQUE INDUSTRIAL JUANCHITO - MALTERIA,CALDAS,MANIZALES-CALDAS,Periodo Actual,11973955,50372399,64901846,5984780,,5570913,,,138803893,,138803893,,119036230,,910813,,,,,,,3042283,,,122989326,261793219,5040432,,5040432,56825538,4916254,1013275,,67795499,,67795499,26046,1200640,1226686,,8164058,,1046311,,10437055,78232554,15005919,,,,,114298,75054543,27737887,117912647,65648018,183560665,261793219
755,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890800148,ETEX COLOMBIA S.A.,2020-12-31,"C2395 - Fabricación de artículos de hormigón, cemento y yeso",01. SOCIEDAD ANÓNIMA,PARQUE INDUSTRIAL JUANCHITO - MALTERIA,CALDAS,MANIZALES-CALDAS,Periodo Anterior,11541922,54945207,61208465,8464220,,4854759,,,141014573,,141014573,,122112938,,1174908,,,,,55678,,2715583,,,126059107,267073680,5078099,,5078099,55115112,5155807,652824,,66001842,,66001842,20967,1247516,1268483,,8878881,,1272822,,11420186,77422028,15005919,,,,,114298,72904963,34065923,122091103,67560549,189651652,267073680
756,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890800467,HADA S.A.,2020-12-31,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",01. SOCIEDAD ANÓNIMA,CR 21 64A 33 P 9 Y 15  ED MULTIPLAZA EL CABLE TORRE EMPRESARIAL,CALDAS,MANIZALES-CALDAS,Periodo Actual,2194051,27482035,42710839,14544325,,5854681,2101468,,94887399,,94887399,,121141361,,3144647,,,,,,,,2582535,,126868543,221755942,415247,6653522,7068769,47788498,1505899,27426993,191816,83981975,,83981975,,,,6494701,5699973,,66005413,,78200087,162182062,12408832,,,,22004,,20749404,19943500,53123740,6450140,59573880,221755942
757,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890800467,HADA S.A.,2020-12-31,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",01. SOCIEDAD ANÓNIMA,CR 21 64A 33 P 9 Y 15  ED MULTIPLAZA EL CABLE TORRE EMPRESARIAL,CALDAS,MANIZALES-CALDAS,Periodo Anterior,2203602,29077738,32558115,9703867,,1418197,1169664,,76131183,,76131183,,89715820,,,,,,,,,,3161908,,92877728,169008911,1731478,4250641,5982119,34326404,2228070,11451126,207871,54195590,,54195590,,,,6924012,5684252,,47249656,,59857920,114053510,12408832,,,,22004,,21802809,16408719,50642364,4313037,54955401,169008911
758,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890800718,SUCESORES DE JOSE JESUS RESTREPO & CIA. S.A. CASA LUKER S.A.,2020-12-31,G4690 - Comercio al por mayor no especializado,01. SOCIEDAD ANÓNIMA,CRA 23 64B-33 TORRE A,CALDAS,MANIZALES-CALDAS,Periodo Actual,29051189,206429391,203339167,504479,,8728455,8617558,,456670239,,456670239,2078380,407262409,,135782125,,3577341,29445650,,1635865,,47078166,,,626859936,1083530175,13325285,,13325285,136039889,5023932,125714939,,280104045,,280104045,13919248,1758039,15677287,7672277,32080049,,111029113,,166458726,446562771,4556474,4354,,,,,195650212,269738493,469949533,167017871,636967404,1083530175
759,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890800718,SUCESORES DE JOSE JESUS RESTREPO & CIA. S.A. CASA LUKER S.A.,2020-12-31,G4690 - Comercio al por mayor no especializado,01. SOCIEDAD ANÓNIMA,CRA 23 64B-33 TORRE A,CALDAS,MANIZALES-CALDAS,Periodo Anterior,24597260,197808335,199104743,10492795,,7036845,13760018,,452799996,262779,453062775,2118349,402805743,,150032630,,2158001,32803,,1137563,,48303586,,,606588675,1059651450,14939976,,14939976,133460027,5553675,80539656,,234493334,,234493334,14587861,1577687,16165548,481145,31540439,,160346433,,208533565,443026899,4556474,4354,,,,,160501289,274177607,439239724,177384827,616624551,1059651450
760,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890801748,MABE COLOMBIA S.A.S,2020-12-31,C2750 - Fabricación de aparatos de uso doméstico,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Carrera 21 No. 74-100,CALDAS,MANIZALES-CALDAS,Periodo Actual,31214172,199436542,74817743,,,16458522,,,321926979,,321926979,,70676565,,9430,,,,,,,,1978700,,72664695,394591674,,1569811,1569811,240127104,140403,25506831,2817369,270161518,,270161518,2132931,,2132931,,2844310,,1239933,570728,6787902,276949420,12933615,,,,,,97710573,6998066,117642254,,117642254,394591674
761,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890801748,MABE COLOMBIA S.A.S,2020-12-31,C2750 - Fabricación de aparatos de uso doméstico,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Carrera 21 No. 74-100,CALDAS,MANIZALES-CALDAS,Periodo Anterior,4739749,150513109,83538502,,,5160530,,,243951890,,243951890,,69259873,,104365,,,,,,,,5653401,,75017639,318969529,,1269304,1269304,203271360,455700,7468482,3743622,216208468,,216208468,2098980,,2098980,,6133601,,1751011,2178807,12162399,228370867,12933615,,,,,,102938981,-25273934,90598662,,90598662,318969529
762,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890802586,ARME S.A.,2020-12-31,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,01. SOCIEDAD ANÓNIMA,KM 2 SECTOR EL LAGO VIA PALESTINA,CALDAS,CHINCHINA-CALDAS,Periodo Actual,2189562,34506650,21421369,,,,,,58117581,,58117581,,41030127,,173918,4435047,,,,,,3455,,,45642547,103760128,,,,19996812,4788103,18866718,1359087,45010720,,45010720,,,,,444724,,10782753,,11227477,56238197,9000000,,,,308847,9772923,2982840,25007205,47071815,450116,47521931,103760128
763,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890802586,ARME S.A.,2020-12-31,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,01. SOCIEDAD ANÓNIMA,KM 2 SECTOR EL LAGO VIA PALESTINA,CALDAS,CHINCHINA-CALDAS,Periodo Anterior,955833,35001770,35955104,,,,,,71912707,,71912707,,41811808,,94503,3525080,,,,,,3455,,,45434846,117347553,,,,7917600,4887810,50588091,1736521,65130022,,65130022,,,,,415871,,9860082,,10275953,75405975,9000000,,,,308847,9827601,2687700,19501725,41325873,615705,41941578,117347553
764,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890900016,AGENCIA DE AUTOMOVILES SA,2020-12-31,G4511 - Comercio de vehículos automotores nuevos,01. SOCIEDAD ANÓNIMA,CARRERA 50 38 35,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,4323723,22773542,16371024,,,,,257826,43726115,8389028,52115143,9148569,38779167,,264659,,,,,4071433,,9864562,2317652,,64446042,116561185,941300,,941300,2970930,4184207,21538382,2016801,31651620,,31651620,337901,,337901,,4940093,,26695292,,31973286,63624906,1418959,961102,,,,11604038,10319731,28632449,52936279,,52936279,116561185
765,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890900016,AGENCIA DE AUTOMOVILES SA,2020-12-31,G4511 - Comercio de vehículos automotores nuevos,01. SOCIEDAD ANÓNIMA,CARRERA 50 38 35,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,3985169,21288745,21816049,,,,,287533,47377496,4161462,51538958,9148569,42995741,,321667,,,,,2975734,,10040156,3795579,,69277446,120816404,953012,,953012,3480320,4195519,30938330,2573057,42140238,,42140238,529880,,529880,,3860873,,21466335,,25857088,67997326,1418959,961102,,,,11780609,9773082,28885326,52819078,,52819078,120816404
766,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890900135,AVICOLA COLOMBIANA S.A. AVICOL,2020-12-31,A0145 - Cría de aves de corral,01. SOCIEDAD ANÓNIMA,TO DAVIVIENDA CL 26 68 C61 OF 527 BARRIO CIUDAD SALITRE,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,15941200,15973892,10733591,0,36233759,0,6579973,0,85462415,,85462415,,80145152,,,,809633,,,5199925,,988309,,,87143019,172605434,2011273,999100,3010373,19605916,11176903,11439188,1024885,46257265,,46257265,245809,,245809,,7056134,,562980,532711,8397634,54654899,7685740,2450164,,,,1020691,60540316,46252812,117949723,812,117950535,172605434
767,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890900135,AVICOLA COLOMBIANA S.A. AVICOL,2020-12-31,A0145 - Cría de aves de corral,01. SOCIEDAD ANÓNIMA,TO DAVIVIENDA CL 26 68 C61 OF 527 BARRIO CIUDAD SALITRE,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,6286968,14797132,8530190,0,27031990,0,4878595,0,61524875,,61524875,,76325497,,,,809633,,,3409646,,884730,70000,,81499506,143024381,1613406,785825,2399231,14115819,5935362,14572984,2226986,39250382,,39250382,419890,,419890,,5976644,,1322721,680166,8399421,47649803,7685740,2450164,,,,1020691,45311402,38905845,95373842,736,95374578,143024381
