,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C,Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
471,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860031699,VITRO COLOMBIA S.A.S,2019-12-31,C2310 - Fabricación de vidrio y productos de vidrio,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 3 ESTE 6B 41 VDA SAMARIA,CUNDINAMARCA,CHIA-CUNDINAMARCA,Periodo Anterior,5467307,7611318,12652718,974574,,328309,,,27034226,,27034226,1180874,12061380,,186036,,,,,,,44080,,,13472370,40506596,,252582,252582,5357546,791964,40947,117008,6560047,,6560047,516708,226901,743609,5879029,1415902,,67813,,8106353,14666400,31209234,,,,,,3761126,-9130164,25840196,,25840196,40506596
472,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860032550,ALFAGRES S.A. EN REORGANIZACION,2019-12-31,C2392 - Fabricación de materiales de arcilla para la construcción,01. SOCIEDAD ANÓNIMA,AVENIDA CARACAS 35 55,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,38906981,32414925,101774718,17385063,,,,,190481687,,190481687,,390269699,,2649125,9279155,,27812763,,,,,,,430010742,620492429,6558188,5272365,11830553,43205474,4061044,17657,14859548,73974276,,73974276,,1193120,1193120,59633879,9605845,16190608,158488389,25581700,270693541,344667817,1869952,2130157,,,,,,271824503,275824612,,275824612,620492429
473,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860032550,ALFAGRES S.A. EN REORGANIZACION,2019-12-31,C2392 - Fabricación de materiales de arcilla para la construcción,01. SOCIEDAD ANÓNIMA,AVENIDA CARACAS 35 55,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,4312051,42008871,117914949,15642074,,,,,179877945,,179877945,,404746478,,2711381,9600485,,12987083,,,,,,,430045427,609923372,6520398,1847091,8367489,64546380,10381770,7872168,40191201,131359008,,131359008,,1211236,1211236,2715388,13676049,,156693208,,174295881,305654889,1869952,2130157,,,,,,300268374,304268483,,304268483,609923372
474,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860034335,GOMEZ CAJIAO Y ASOCIADOS S.A.S,2019-12-31,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Transversal 23 # 97 - 73 piso 7,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,2520703,16893856,0,3106244,,,719743,,23240546,,23240546,,1120208,,221719,100,,,,106379,,,,,1448406,24688952,1095774,0,1095774,8142615,3018310,1240688,1235350,14732737,,14732737,,,,,,,,7290,7290,14740027,275100,10367844,,,,,489756,-1183775,9948925,,9948925,24688952
475,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860034335,GOMEZ CAJIAO Y ASOCIADOS S.A.S,2019-12-31,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Transversal 23 # 97 - 73 piso 7,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,1380920,14462487,45317,3138057,,85046,154251,,19266078,,19266078,,1407274,,407224,100,,,,46914,,,11720,,1873232,21139310,795135,528566,1323701,7422723,1637661,350000,646210,11380295,,11380295,,,,,,,,,,11380295,275100,10367844,,,,,489756,-1373685,9759015,,9759015,21139310
476,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860034551,"GAICO INGENIEROS CONSTRUCTORES S.A., EN REORGANIZACION",2019-12-31,F4290 - Construcción de otras obras de ingeniería civil,01. SOCIEDAD ANÓNIMA,CALLE 75A 66 46 OFC 501,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,4578705,5794218,1043238,4178398,,,,,15594559,,15594559,,24987116,,,9504618,,10389277,,,534538,,,,45415549,61010108,,,,5984726,1846864,,,7831590,,7831590,1640590,,1640590,8867008,,2450820,23464038,1547986,37970442,45802032,9165963,,,,,,873437,5168676,15208076,,15208076,61010108
477,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860034551,"GAICO INGENIEROS CONSTRUCTORES S.A., EN REORGANIZACION",2019-12-31,F4290 - Construcción de otras obras de ingeniería civil,01. SOCIEDAD ANÓNIMA,CALLE 75A 66 46 OFC 501,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,1254904,8210368,779433,3421259,,,,,13665964,,13665964,,28150539,,,3024618,,14378198,,,,,,,45553355,59219319,,,,13571266,3049008,5296577,,21916851,,21916851,2406450,,2406450,,,512517,18676437,2510870,24106274,46023125,9165963,,,,,,873437,3156794,13196194,,13196194,59219319
478,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860036884,ERNST & YOUNG SAS,2019-12-31,"M6920 - Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Carrera 11 98 07 piso 3,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,14049020,32046489,,11800069,,2405734,94360,,60395672,,60395672,,23155446,,326071,,,,,,,,,,23481517,83877189,8669036,,8669036,11376746,12627674,3238841,1019869,36932166,,36932166,,471181,471181,,272177,,17846349,,18589707,55521873,3006000,,,,,,563625,24785691,28355316,,28355316,83877189
479,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860036884,ERNST & YOUNG SAS,2019-12-31,"M6920 - Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Carrera 11 98 07 piso 3,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,12849179,41591212,,5975902,,805688,424740,,61646721,,61646721,,3914838,,602588,,,,,,,,,,4517426,66164147,7317115,,7317115,8125486,9448346,1145000,8079882,34115829,,34115829,,840063,840063,,12132,,763120,,1615315,35731144,3006000,,,,,,563625,26863378,30433003,,30433003,66164147
480,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860037804,APG CAPITAL INVESTMENTS SAS,2019-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 104 13A 46,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,1178,288,,,,,,,1466,,1466,16095382,4722093,,,17860142,,247825,,1547820,,,6106,,40479368,40480834,,,,1195725,84279,980840,,2260844,,2260844,,,,1531512,3688314,,2114625,,7334451,9595295,10000,9895511,,,,3329934,10395556,6944436,30575437,310102,30885539,40480834
481,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860037804,APG CAPITAL INVESTMENTS SAS,2019-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 104 13A 46,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,6363,9562,,,,,,,15925,,15925,15975250,4741654,,,17238048,,662727,,1296632,,,5066,,39919377,39935302,,,,701820,35986,1665163,,2402969,,2402969,,,,1472053,3871407,,1408272,,6751732,9154701,10000,9895511,,,,3270436,10529261,6757626,30462834,317767,30780601,39935302
482,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860042603,TREVIGALANTE S.A.S.,2019-12-31,F4290 - Construcción de otras obras de ingeniería civil,01. SOCIEDAD ANÓNIMA,AV CORPAS 157A 60,BOGOTA D.C.,SUBA-BOGOTA D.C.,Periodo Actual,570090,23950181,3503908,9705022,,,322453,,38051654,,38051654,591067,18010509,,,,,,,2733335,,,,,21334911,59386565,785548,5508792,6294340,7981902,2101357,787268,2141684,19306551,,19306551,,,,42806335,2733335,,6698371,,52238041,71544592,1000000,29002531,,,,219,144687,-42303629,-12156192,-1835,-12158027,59386565
483,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860042603,TREVIGALANTE S.A.S.,2019-12-31,F4290 - Construcción de otras obras de ingeniería civil,01. SOCIEDAD ANÓNIMA,AV CORPAS 157A 60,BOGOTA D.C.,SUBA-BOGOTA D.C.,Periodo Anterior,2553445,26920435,5502978,9285645,,,517798,,44780301,,44780301,597267,31532734,,,,,,,2898733,,,,,35028734,79809035,813294,6037953,6851247,6774342,1444182,1088705,4272551,20431027,,20431027,,,,43312606,2898733,,5211490,,51422829,71853856,1000000,29002531,,,,219,201031,-22248602,7955179,,7955179,79809035
484,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860045623,INVERSIONES PINZON MARTINEZ S.A.,2019-12-31,C1910 - Fabricación de productos de hornos de coque,01. SOCIEDAD ANÓNIMA,CRA 10 N 3 - 12,CUNDINAMARCA,ZIPAQUIRA-CUNDINAMARCA,Periodo Actual,1398153,6065848,8269223,1281726,,4008018,2153139,,23176107,,23176107,5358790,26308687,,,,1426957,,,4272588,,,3449162,,40816184,63992291,2014450,,2014450,7825556,1377895,3871976,8771677,23861554,,23861554,,,,4204127,5522166,,8898409,9365999,27990701,51852255,3250000,,,,,,397840,8492196,12140036,,12140036,63992291
485,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860045623,INVERSIONES PINZON MARTINEZ S.A.,2019-12-31,C1910 - Fabricación de productos de hornos de coque,01. SOCIEDAD ANÓNIMA,CRA 10 N 3 - 12,CUNDINAMARCA,ZIPAQUIRA-CUNDINAMARCA,Periodo Anterior,2375943,5544257,2429710,1315205,,3498618,1003919,,16167652,,16167652,4356879,26236626,,,,1139932,,,4075503,,,3977480,,39786420,55954072,1932125,,1932125,7059361,1007350,3055349,7718000,20772185,,20772185,,,,4345735,5268907,,7760154,6760563,24135359,44907544,3000000,,,,,,369006,7677522,11046528,,11046528,55954072
486,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860045854,ALMACENES MAXIMO S.A.S.,2019-12-31,G4755 - Comercio al por menor de artículos y utensilios de uso doméstico,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 106 15 A 25 IN 109 MZ 15,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,8247409,15980441,79109435,7849025,,258225,,,111444535,,111444535,8647246,121276744,,98435,,,,,12193595,,37078789,,,179294809,290739344,,,,104532805,246273,55005097,40814324,200598499,,200598499,,,,,,,74691690,1692376,76384066,276982565,6961965,65897982,,,,,8330016,-67433184,13756779,,13756779,290739344
487,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860045854,ALMACENES MAXIMO S.A.S.,2019-12-31,G4755 - Comercio al por menor de artículos y utensilios de uso doméstico,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 106 15 A 25 IN 109 MZ 15,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,3586287,16256591,143566947,8719684,,1351513,,,173481022,,173481022,9448653,94027500,,1028807,,,,,9676815,,71459826,,,185641601,359122623,,,,143956043,367428,84566454,1310472,230200397,,230200397,,,,,3219618,,64000000,782623,68002241,298202638,6661965,51744173,,,,,8330016,-5816169,60919985,,60919985,359122623
488,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860047657,PRACO DIDACOL SAS,2019-12-31,G4511 - Comercio de vehículos automotores nuevos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 99 NO 69 C 41,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,19427640,77259168,171363006,29453197,,177508,2168956,,299849475,19243143,319092618,,88888904,61462202,6073661,,,,,,,27731630,393148,,184549545,503642163,2834503,575668,3410171,130797025,13001144,3513545,57197111,207918996,,207918996,,2091000,2091000,26114639,6016354,,,,34221993,242140989,8500000,116494768,,,,,104703181,31803225,261501174,,261501174,503642163
489,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860047657,PRACO DIDACOL SAS,2019-12-31,G4511 - Comercio de vehículos automotores nuevos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 99 NO 69 C 41,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,52070048,72473981,152335851,22389724,,3360589,474911,,303105104,19243143,322348247,,67670504,61462202,288307,,,,,,,27619211,778630,,157818854,480167101,2400252,332144,2732396,134065383,16970703,1103224,38454537,193326243,,193326243,,1149777,1149777,,10084777,,,,11234554,204560797,8500000,116494768,,,,,115123022,35488514,275606304,,275606304,480167101
490,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900197394,INMOBILIARIA E INVERSIONES ISANT SAS,2019-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 7 SUR 42 70 OF 1011,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,736260,4556779,2520461,149779,,5585779,,,13549058,,13549058,9238534,2704067,,2357840,6723397,,,,2402733,,,12553891,,35980462,49529520,14157,8667,22824,1817213,14020,,2330133,4184190,,4184190,,,,,1398715,,,,1398715,5582905,90564,31201768,,,,,7540775,2774632,41607739,2338876,43946615,49529520
491,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900197394,INMOBILIARIA E INVERSIONES ISANT SAS,2019-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 7 SUR 42 70 OF 1011,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,1958102,4993168,3153545,195409,,3038345,,,13338569,,13338569,6602625,4516787,,2359380,5735706,,,,2385715,,,14760250,,36360463,49699032,7809,11802,19611,1352631,15799,1182,2091519,3480742,,3480742,,,,,1307593,,,,1307593,4788335,90564,31201768,,,,,9528986,1577968,42399286,2511411,44910697,49699032
492,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900208445,CERAMICA SAN LORENZO INDUSTRIAL DE COLOMBIA SA,2019-12-31,C2393 - Fabricación de otros productos de cerámica y porcelana,01. SOCIEDAD ANÓNIMA,KM 1 VIA SOPO-CANAVITA-VEREDA LA CAROLINA,CUNDINAMARCA,SOPO-CUNDINAMARCA,Periodo Actual,4448608,27654559,36193862,9972972,,1269903,171765,,79711669,,79711669,,143475095,44323549,41386033,,,,,,,,,,229184677,308896346,1795092,1004372,2799464,30729315,2666348,28497513,44686,64737326,,64737326,,,,,2465366,,119528856,,121994222,186731548,15900455,108900000,,,,,,-2637529,122162926,1872,122164798,308896346
493,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900208445,CERAMICA SAN LORENZO INDUSTRIAL DE COLOMBIA SA,2019-12-31,C2393 - Fabricación de otros productos de cerámica y porcelana,01. SOCIEDAD ANÓNIMA,KM 1 VIA SOPO-CANAVITA-VEREDA LA CAROLINA,CUNDINAMARCA,SOPO-CUNDINAMARCA,Periodo Anterior,7232019,23933609,31433274,12426394,,3255886,328632,,78609814,,78609814,,139212183,44323549,39534206,,,,,,,,,,223069938,301679752,1832881,947521,2780402,28773304,5957482,22782000,649687,60942875,,60942875,,,,,1411783,,122708009,,124119792,185062667,15900455,108900000,,,,,,-8183860,116616595,490,116617085,301679752
494,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900210622,BRIGHTSTAR COMERCIALIZADORA SAS,2019-12-31,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Car 13 No 98-70 Ofc 604,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,1518500,125329748,71352263,30450762,,88062516,,,316713789,,316713789,,1176898,,587614,,,,,,12251006,,2122242,,16137760,332851549,586715,3323899,3910614,80979390,11016721,91537576,876083,188320384,,188320384,,,,96600412,,,,1537988,98138400,286458784,5204592,103754203,,,,,,-89883025,19075770,27316995,46392765,332851549
495,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900210622,BRIGHTSTAR COMERCIALIZADORA SAS,2019-12-31,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Car 13 No 98-70 Ofc 604,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,6105858,109408805,16736366,53650949,,679136,,,186581114,,186581114,,914585,,547391,,,,,,85695,,,,1547671,188128785,454839,3091509,3546348,101706164,5221336,,296730,110770578,,110770578,,,,77015336,,,,,77015336,187785914,5050000,50000000,,,,,,-67934205,-12884205,13227076,342871,188128785
496,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900220408,INVERSIONES TQ S.A.S.,2019-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 23 7-34,VALLE,CALI-VALLE,Periodo Actual,188853958,420874577,313022140,9360240,0,21204211,13959,0,953329085,,953329085,37393237,929290592,81495940,238398626,3043960,0,5562918,0,0,0,197123,704621,,1296087017,2249416102,3028916,8878581,11907497,214230753,0,83122858,26221220,335482328,,335482328,27691785,352675,28044460,33320220,69654433,0,364728495,7799391,503546999,839029327,1515799,13186673,,,,241600521,782602436,299919914,1338825343,71561432,1410386775,2249416102
497,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900220408,INVERSIONES TQ S.A.S.,2019-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 23 7-34,VALLE,CALI-VALLE,Periodo Anterior,108951012,359723681,307338424,9961546,,18372255,26635,,804373553,,804373553,38271845,875320919,81495940,238941672,3137767,,5078276,,,,197088,538021,,1242981528,2047355081,2180034,8051840,10231874,203933341,,162015232,23604350,399784797,,399784797,25987786,329622,26317408,47346118,83625304,,250614904,8006959,415910693,815695490,1515799,13186673,,,,231312040,573012786,350235070,1169262368,62397223,1231659591,2047355081
498,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900226948,LABORATORIOS SIEGFRIED SAS,2019-12-31,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 17 42 09,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,7981235,97649842,94529166,4588809,,,,,204749052,,204749052,,133247745,31322921,43078812,,,9242234,,20770711,,,,,237662423,442411475,,,,144031059,3382821,32158852,6016221,185588953,,185588953,,,,17837784,611478,,69932992,,88382254,273971207,17702616,56862168,,,79224133,,21008964,-20313285,154484596,13955672,168440268,442411475
499,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900226948,LABORATORIOS SIEGFRIED SAS,2019-12-31,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 17 42 09,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,3866032,112822760,85606613,3022552,,,,,205317957,,205317957,,93450193,31322921,51116807,,,8684332,,19756686,,,,,204330939,409648896,,,,147132754,4437220,42756769,14136322,208463065,,208463065,,,,56425482,2165179,,49463510,,108054171,316517236,12505373,,,,77274936,,21008964,-19961620,90827653,2304007,93131660,409648896
500,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900241676,SKBERGÉ COLOMBIA S.A.S.,2019-12-31,G4511 - Comercio de vehículos automotores nuevos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV CARRERA 45 No. 108-27 TORRE 2 OFICINA 805,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,9843835,68637380,108104266,29752112,,2263199,,,218600792,,218600792,,41366554,,73292,,,,,7174817,11987409,,,,60602072,279202864,1704584,3241759,4946343,54938673,8177100,156410501,585837,225058454,,225058454,,30000,30000,,1308065,,,,1338065,226396519,5974343,30640169,,,,,,16191833,52806345,0,52806345,279202864
501,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900241676,SKBERGÉ COLOMBIA S.A.S.,2019-12-31,G4511 - Comercio de vehículos automotores nuevos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV CARRERA 45 No. 108-27 TORRE 2 OFICINA 805,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,10395720,86748129,86186926,25093881,,7950164,,,216374820,,216374820,,14110747,,279845,,,,,1032857,11987409,,,,27410858,243785678,1480904,1482115,2963019,50173983,8842166,132936806,,194915974,,194915974,,17323,17323,,0,,,,17323,194933297,5974343,30640169,,,,,,12237869,48852381,0,48852381,243785678
502,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900243678,INVERSIONES NUEVO STIRO S.A.S,2019-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 12 B 37 31,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,2710045,,,73342,,,,,2783387,,2783387,61990540,15359,,,,,8516904,,0,,71129,,,70593932,73377319,,,,,386859,1050,,387909,,387909,,,,6638074,3404882,,,,10042956,10430865,31536,1209,,,,,2153255,60760454,62946454,,62946454,73377319
503,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900243678,INVERSIONES NUEVO STIRO S.A.S,2019-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 12 B 37 31,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,4782489,,,13971,,,,,4796460,,4796460,60389119,75225,,,,,6459353,,1827,,59166,,,66984690,71781150,,,,,267325,46673,,313998,,313998,,,,6586766,3387766,,,,9974532,10288530,31536,1209,,,,,2153255,59306620,61492620,,61492620,71781150
504,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900248668,PACIFIC INFRASTRUCTURE VENTURES INC SUCURSAL COLOMBIA,2019-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,02. SUCURSAL EXTRANJERA,CL 110 9 25 PISO 12,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,101548161,17835151,2402784,36059173,,,3564805,,161410074,,161410074,,1258639883,,172502598,,,68785120,,79430511,,331734,,,1579689846,1741099920,,,,313085605,,721250633,871698,1035207936,,1035207936,,,,182304510,51636702,,34906398,47116695,315964305,1351172241,14438038,449610909,,35816066,,464996235,,-574933569,389927679,,389927679,1741099920
505,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900248668,PACIFIC INFRASTRUCTURE VENTURES INC SUCURSAL COLOMBIA,2019-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,02. SUCURSAL EXTRANJERA,CL 110 9 25 PISO 12,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,100201030,18012349,2323697,25154218,,,3450781,,149142075,,149142075,,1293455324,,194805370,,,63718628,,76993045,,139,,,1628972506,1778114581,,,,210715485,,838861727,772212,1050349424,,1050349424,,,,162066409,51636702,,26457183,47116695,287276989,1337626413,14438038,449610909,,35781616,,464996235,,-524338630,440488168,,440488168,1778114581
